Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q6ZMS4,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
A8MT65,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
Q9BY31,sp|P58317|ZN121_HUMAN;sp|Q96I27|ZN625_HUMAN;sp|Q8N972|ZN709_HUMAN;sp|Q68EA5|ZNF57_HUMAN;sp|Q8NDW4|ZN248_HUMAN;sp|Q8IYI8|ZN440_HUMAN;sp|Q08ER8|ZN543_HUMAN;sp|Q7Z3V5|ZN571_HUMAN;sp|P16415|ZN823_HUMAN;sp|Q9H7R0|ZN442_HUMAN;sp|Q32M78|ZN699_HUMAN;sp|Q96SR6|ZN382_HUMAN;sp|P17017|ZNF14_HUMAN;sp|P15621|ZNF44_HUMAN;sp|Q8N7K0|ZN433_HUMAN;sp|Q96MU6|ZN778_HUMAN;sp|Q9H0M5|ZN700_HUMAN;sp|Q86UE3|ZN546_HUMAN;sp|Q9BUY5|ZN426_HUMAN;sp|Q14584|ZN266_HUMAN;sp|Q15973|ZN124_HUMAN;sp|Q8TA94|ZN563_HUMAN;sp|Q9BS34|ZN670_HUMAN;sp|Q0D2J5|ZN763_HUMAN;sp|Q8N8L2|ZN491_HUMAN;sp|P17030|ZNF25_HUMAN;sp|Q7L945|ZN627_HUMAN;sp|Q96BR6|ZN669_HUMAN;sp|Q9ULM2|ZN490_HUMAN;sp|Q15935|ZNF77_HUMAN;sp|C9JN71|ZN878_HUMAN;sp|P17024|ZNF20_HUMAN;sp|Q9BR84|ZN559_HUMAN;sp|P52737|ZN136_HUMAN;sp|Q6ZMS4|ZN852_HUMAN;sp|A8MT65|ZN891_HUMAN;sp|Q9BY31|ZN717_HUMAN,1,1,1,1.2144,0.73639,0.65954,-0.20073029573885967,0.4958508561513153,
P60228,sp|P60228|EIF3E_HUMAN,13,11,12,1.0165,1.1601,0.90669,0.03950808833006996,0.7243569414775816,0.7893326659665071
P63261,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P60709,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P68133,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P68032,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P63267,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P62736,sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN,5,7,6,0.39737,0.42036,0.91343,-0.7932234308178232,0.06586278902160897,0.1239208158003075
P60842,sp|P60842|IF4A1_HUMAN,10,11,10,0.86426,0.96996,0.8816,-0.14357463738038043,0.04436973238635212,0.09503710420818648
P60866,sp|P60866|RS20_HUMAN,2,2,3,0.82734,0.93658,0.83418,-0.2075055400171132,0.019235330323572056,0.053217747228549356
P60891,sp|P60891|PRPS1_HUMAN,0,1,1,,0.91183,1.2094,,,
P60981,sp|P60981|DEST_HUMAN,1,2,0,,1.06,,,,
P61081,sp|P61081|UBC12_HUMAN,0,1,0,,,,,,
Q9C0K3,sp|Q9C0K3|ARP3C_HUMAN;sp|Q9P1U1|ARP3B_HUMAN;sp|P61158|ARP3_HUMAN,0,0,1,,,,,,
Q9P1U1,sp|Q9C0K3|ARP3C_HUMAN;sp|Q9P1U1|ARP3B_HUMAN;sp|P61158|ARP3_HUMAN,0,0,1,,,,,,
P61158,sp|Q9C0K3|ARP3C_HUMAN;sp|Q9P1U1|ARP3B_HUMAN;sp|P61158|ARP3_HUMAN,0,0,1,,,,,,
P61160,sp|P61160|ARP2_HUMAN,1,0,0,,,,,,
P61204,sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN,3,2,3,0.44499,,0.71617,,,
P84077,sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN,3,2,3,0.44499,,0.71617,,,
P61244,sp|P61244|MAX_HUMAN,0,1,0,,,,,,
P61247,sp|P61247|RS3A_HUMAN,17,18,16,1.1672,1.1345,1.0253,0.14925936549962315,0.06393269678910166,0.1239208158003075
P61289,sp|P61289|PSME3_HUMAN,3,3,5,1.4698,0.95907,0.72385,0.07163454606857635,0.8284997545459798,0.8759933710486156
P61313,sp|P61313|RL15_HUMAN,2,4,2,0.64875,0.68072,0.83291,-0.47234242725896525,0.00796076354041842,0.027923621373719256
P61619,sp|P61619|S61A1_HUMAN,4,4,5,0.74763,0.75073,0.87118,-0.340355485534752,0.006668260757336789,0.025893129490477357
P61758,sp|P61758|PFD3_HUMAN,4,1,0,1.6512,,,,,
P61978,sp|P61978|HNRPK_HUMAN,24,23,23,2.0813,1.8433,1.8467,0.9439338254817197,0.00030244154875947875,0.004272791242048806
P62081,sp|P62081|RS7_HUMAN,1,1,1,,,,,,
P62136,sp|P62136|PP1A_HUMAN,0,1,1,,,,,,
P62140,sp|P62140|PP1B_HUMAN,3,4,3,1.527,1.3722,1.5743,0.5764415156599615,0.0012941654616658808,0.009240063081141343
P62191,sp|P62191|PRS4_HUMAN,1,0,1,1.0072,,,,,
P62195,sp|P62195|PRS8_HUMAN,2,2,4,0.59982,1.1712,1.1849,-0.021355276286172165,0.942906624004724,0.9632153820602104
P62241,sp|P62241|RS8_HUMAN,6,6,5,0.83171,0.84864,0.77022,-0.29184514311427884,0.0015404305268726449,0.010127186830133032
P62244,sp|P62244|RS15A_HUMAN,6,7,5,0.92856,0.91787,0.80658,-0.17733238718876565,0.04132089656009836,0.08969905558936643
P62249,sp|P62249|RS16_HUMAN,10,10,8,0.91776,0.98739,0.85761,-0.11885225954380522,0.10261336661111645,0.17381447813719725
P62263,sp|P62263|RS14_HUMAN,5,6,5,1.0073,0.98081,1.2439,0.10746916114580701,0.4074456303018314,0.4982392237945047
P62266,sp|P62266|RS23_HUMAN,5,6,5,1.0843,0.98061,0.76312,-0.08516507625218156,0.5773897490589812,0.65987399892455
P62277,sp|P62277|RS13_HUMAN,1,0,2,,,1.3425,,,
P62280,sp|P62280|RS11_HUMAN,7,9,8,0.82186,0.85356,0.78207,-0.28777695474726844,0.000942699287011451,0.007872494602940573
P62304,sp|P62304|RUXE_HUMAN,2,2,2,0.64383,0.61276,,,,
P62314,sp|P62314|SMD1_HUMAN,3,2,1,0.8087,0.66804,,,,
P62316,sp|P62316|SMD2_HUMAN,6,7,5,1.3687,1.1474,1.0031,0.23028500563951812,0.17888979264823662,0.2663291980233837
P62318,sp|P62318|SMD3_HUMAN,1,3,2,,0.73604,0.72644,,,
P62333,sp|P62333|PRS10_HUMAN,4,5,3,0.62375,0.64068,0.48407,-0.7788447046855269,0.0010958379793480758,0.008468651417972465
P62424,sp|P62424|RL7A_HUMAN,13,15,11,0.86485,0.80743,1.0482,-0.1411012784644986,0.26868910211700037,0.3648457337539637
P62495,sp|P62495|ERF1_HUMAN,2,1,1,1.2619,,,,,
P62701,sp|P62701|RS4X_HUMAN,12,14,13,1.2053,1.08,0.98301,0.12358232922872214,0.23688389772039553,0.3304430842150055
P62750,sp|P62750|RL23A_HUMAN,2,1,0,,,,,,
P62753,sp|P62753|RS6_HUMAN,7,6,5,0.83822,0.87949,0.73054,-0.2932116161608859,0.014349943490689266,0.04253733249025747
P62805,sp|P62805|H4_HUMAN,5,6,6,0.93847,0.89214,1.337,0.07843221926023382,0.7125374442818782,0.7807340973649621
Q9H0U4,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
Q92928,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P62820,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P61026,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P51153,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
Q92930,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P61006,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P59190,sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN;sp|P62820|RAB1A_HUMAN;sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN;sp|Q92930|RAB8B_HUMAN;sp|P61006|RAB8A_HUMAN;sp|P59190|RAB15_HUMAN,1,1,0,,,,,,
P62826,sp|P62826|RAN_HUMAN,10,12,9,0.7818,0.82345,0.75845,-0.34391555995065964,0.0003673017718955878,0.004690161087282121
P62829,sp|P62829|RL23_HUMAN,8,6,5,0.90005,0.92107,0.77135,-0.21063520641810288,0.04399714945434247,0.09454403636790745
P62841,sp|P62841|RS15_HUMAN,4,3,3,1.8037,1.695,1.9238,0.8539956471763932,0.00025740636184723393,0.004172857944182736
P62851,sp|P62851|RS25_HUMAN,1,2,2,,0.80458,0.83664,,,
P62854,sp|P62854|RS26_HUMAN;sp|Q5JNZ5|RS26L_HUMAN,2,2,2,1.5197,1.2172,1.219,0.39904345638508265,0.03387768294168661,0.07703692285369833
Q5JNZ5,sp|P62854|RS26_HUMAN;sp|Q5JNZ5|RS26L_HUMAN,2,2,2,1.5197,1.2172,1.219,0.39904345638508265,0.03387768294168661,0.07703692285369833
P62861,sp|P62861|RS30_HUMAN,0,0,2,,,0.67673,,,
P62888,sp|P62888|RL30_HUMAN,2,2,2,0.86438,0.83753,1.1454,-0.07536292611112848,0.632454153738419,0.710574548362623
Q59GN2,sp|Q59GN2|R39L5_HUMAN;sp|P62891|RL39_HUMAN,1,1,0,,,,,,
P62891,sp|Q59GN2|R39L5_HUMAN;sp|P62891|RL39_HUMAN,1,1,0,,,,,,
P62906,sp|P62906|RL10A_HUMAN,2,1,5,0.80266,,0.97332,,,
P62913,sp|P62913|RL11_HUMAN,8,7,8,0.88791,0.83016,0.77717,-0.2657839155563246,0.006247785243839989,0.024841493424609295
P62917,sp|P62917|RL8_HUMAN,6,7,9,0.90843,0.89562,0.79687,-0.20594047567256646,0.019533182764804095,0.05337462286349761
P62979,sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN,4,6,5,1.1585,1.1709,1.0544,0.17368179955258103,0.025741948560947473,0.06474490092601941
P62987,sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN,4,6,5,1.1585,1.1709,1.0544,0.17368179955258103,0.025741948560947473,0.06474490092601941
P0CG47,sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN,4,6,5,1.1585,1.1709,1.0544,0.17368179955258103,0.025741948560947473,0.06474490092601941
P0CG48,sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN,4,6,5,1.1585,1.1709,1.0544,0.17368179955258103,0.025741948560947473,0.06474490092601941
P63010,sp|P63010|AP2B1_HUMAN;sp|Q10567|AP1B1_HUMAN,1,1,4,,,0.80864,,,
Q10567,sp|P63010|AP2B1_HUMAN;sp|Q10567|AP1B1_HUMAN,1,1,4,,,0.80864,,,
P63151,sp|P63151|2ABA_HUMAN;sp|Q66LE6|2ABD_HUMAN,3,3,3,1.0325,1.0135,0.94503,-0.004320119974966694,0.915798412633374,0.9486585740851176
Q66LE6,sp|P63151|2ABA_HUMAN;sp|Q66LE6|2ABD_HUMAN,3,3,3,1.0325,1.0135,0.94503,-0.004320119974966694,0.915798412633374,0.9486585740851176
P63167,sp|P63167|DYL1_HUMAN;sp|Q96FJ2|DYL2_HUMAN,1,1,4,,,1.0115,,,
Q96FJ2,sp|P63167|DYL1_HUMAN;sp|Q96FJ2|DYL2_HUMAN,1,1,4,,,1.0115,,,
P63173,sp|P63173|RL38_HUMAN,4,4,4,1.3322,1.2187,1.394,0.3950262288375698,0.003576352408940117,0.01812746564531479
P63241,sp|P63241|IF5A1_HUMAN;sp|Q6IS14|IF5AL_HUMAN;sp|Q9GZV4|IF5A2_HUMAN,2,1,1,1.7796,,,,,
Q6IS14,sp|P63241|IF5A1_HUMAN;sp|Q6IS14|IF5AL_HUMAN;sp|Q9GZV4|IF5A2_HUMAN,2,1,1,1.7796,,,,,
Q9GZV4,sp|P63241|IF5A1_HUMAN;sp|Q6IS14|IF5AL_HUMAN;sp|Q9GZV4|IF5A2_HUMAN,2,1,1,1.7796,,,,,
P63244,sp|P63244|RACK1_HUMAN,13,11,12,1.0858,1.182,0.93509,0.09441175034816829,0.3998831202123601,0.491708133001865
P67775,sp|P67775|PP2AA_HUMAN;sp|P62714|PP2AB_HUMAN,2,1,1,,,,,,
P62714,sp|P67775|PP2AA_HUMAN;sp|P62714|PP2AB_HUMAN,2,1,1,,,,,,
P67870,sp|P67870|CSK2B_HUMAN,2,2,2,1.8191,1.6759,1.4687,0.7264534226457409,0.0029989581479079037,0.01632219844435121
P68104,sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,11,13,12,0.97746,0.9478,0.77763,-0.15045970127315186,0.18687687746555956,0.2726580264248701
Q5VTE0,sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,11,13,12,0.97746,0.9478,0.77763,-0.15045970127315186,0.18687687746555956,0.2726580264248701
P68363,sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN,1,1,1,0.89174,0.83183,0.69376,-0.3115480657370141,0.029560541604023848,
P68366,sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN,1,1,1,0.89174,0.83183,0.69376,-0.3115480657370141,0.029560541604023848,
P68371,sp|P68371|TBB4B_HUMAN,1,1,1,1.0776,1.0551,0.76808,-0.048521617437743525,0.7565963892730637,
P68431,sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q5TEC6|H37_HUMAN,1,1,1,0.7356,0.78982,1.0382,-0.22678007056816202,0.19343321060294355,
Q16695,sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q5TEC6|H37_HUMAN,1,1,1,0.7356,0.78982,1.0382,-0.22678007056816202,0.19343321060294355,
Q5TEC6,sp|P68431|H31_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q5TEC6|H37_HUMAN,1,1,1,0.7356,0.78982,1.0382,-0.22678007056816202,0.19343321060294355,
P78316,sp|P78316|NOP14_HUMAN,12,16,13,0.98126,0.88794,0.69389,-0.22707836260121864,0.16041956374788605,0.2454345399276413
P78318,sp|P78318|IGBP1_HUMAN,4,3,3,1.1169,0.95501,0.49943,-0.2224421150214748,0.48266229093361446,0.571279431693262
P78332,sp|P78332|RBM6_HUMAN,3,2,3,1.3134,1.0592,0.77764,0.07049924332635928,0.7624073571805864,0.8165136857546925
P78337,sp|P78337|PITX1_HUMAN,1,2,0,1.9042,1.7694,,,,
P78344,sp|P78344|IF4G2_HUMAN,1,1,5,0.35106,,0.68271,,,
P78345,sp|P78345|RPP38_HUMAN,5,6,5,0.72477,0.97077,1.5771,0.12549240970313463,0.7378627501331713,0.797949293303625
P78346,sp|P78346|RPP30_HUMAN,2,3,4,,,0.87087,,,
P78347,sp|P78347|GTF2I_HUMAN,8,7,7,0.72655,0.44843,0.62619,-0.7360281470269532,0.007961964630840115,0.027923621373719256
P78371,sp|P78371|TCPB_HUMAN,0,1,1,,,,,,
P78527,sp|P78527|PRKDC_HUMAN,135,134,131,0.868,0.86826,0.85784,-0.2097284055866981,2.469977553443573e-06,0.0004100162738716331
P79522,sp|P79522|PRR3_HUMAN,1,1,1,,,,,,
P82675,sp|P82675|RT05_HUMAN,2,2,1,0.69897,0.13653,,,,
P82921,sp|P82921|RT21_HUMAN,1,1,1,,,,,,
P82933,sp|P82933|RT09_HUMAN,1,1,1,,,,,,
P83731,sp|P83731|RL24_HUMAN,1,1,2,,,1.0114,,,
Q969Q0,sp|Q969Q0|RL36L_HUMAN;sp|P83881|RL36A_HUMAN,1,2,1,,0.58741,,,,
P83881,sp|Q969Q0|RL36L_HUMAN;sp|P83881|RL36A_HUMAN,1,2,1,,0.58741,,,,
P84090,sp|P84090|ERH_HUMAN,1,1,2,,,1.9498,,,
P84243,sp|P84243|H33_HUMAN,1,1,1,0.6346,0.67668,1.1021,-0.3139074069856368,0.2604904501061698,
P98170,sp|P98170|XIAP_HUMAN,1,1,0,,,,,,
P98175,sp|P98175|RBM10_HUMAN,12,15,16,0.99524,0.88387,0.69622,-0.22020519119834775,0.18003550216546893,0.26743528733304556
Q00013,sp|Q00013|EM55_HUMAN,1,1,1,,,,,,
Q00325,sp|Q00325|S25A3_HUMAN,12,10,9,0.78897,0.84531,1.0021,-0.18640416959979708,0.13010224444757496,0.2082477711078663
Q00403,sp|Q00403|TF2B_HUMAN,12,10,7,2.1932,1.7691,0.86501,0.6862569759685674,0.19488985811934384,0.28193216947983507
Q00535,sp|Q00535|CDK5_HUMAN,2,3,2,0.92946,0.79923,0.86802,-0.20827759757251724,0.023293830755666666,0.0614028403264848
Q00610,sp|Q00610|CLH1_HUMAN,17,16,21,0.81389,0.78558,0.91798,-0.25299937610116646,0.016184629253606718,0.04652205118785654
Q00839,sp|Q00839|HNRPU_HUMAN,20,28,27,0.71652,0.68272,0.85266,-0.4138197375602629,0.008640393095574662,0.028686105077307875
Q8WU68,sp|Q8WU68|U2AF4_HUMAN;sp|Q01081|U2AF1_HUMAN,1,1,2,,,2.0207,,,
Q01081,sp|Q8WU68|U2AF4_HUMAN;sp|Q01081|U2AF1_HUMAN,1,1,2,,,2.0207,,,
Q01105,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,5,6,4,0.88181,0.59594,0.38432,-0.6880551921882375,0.05809825584696557,0.11550072419875788
P0DME0,sp|Q01105|SET_HUMAN;sp|P0DME0|SETLP_HUMAN,5,6,4,0.88181,0.59594,0.38432,-0.6880551921882375,0.05809825584696557,0.11550072419875788
Q01664,sp|Q01664|TFAP4_HUMAN,1,1,0,,,,,,
Q01780,sp|Q01780|EXOSX_HUMAN,35,35,35,0.82963,0.77126,0.66374,-0.40568714173847786,0.007254675844108399,0.027161621014378065
Q01831,sp|Q01831|XPC_HUMAN,8,11,7,1.1004,1.3169,1.4712,0.3742512380634529,0.051165124570576814,0.10485692195945372
Q02040,sp|Q02040|AK17A_HUMAN,1,1,1,,,,,,
Q02241,sp|Q02241|KIF23_HUMAN,4,3,5,1.0508,0.76229,0.71642,-0.24610455810813653,0.20836218739620094,0.29817347506697717
Q02543,sp|Q02543|RL18A_HUMAN,5,5,3,0.75764,0.78158,0.8533,-0.32643151591363084,0.0021392832596919846,0.013031964077389706
Q02750,sp|Q02750|MP2K1_HUMAN;sp|P36507|MP2K2_HUMAN,1,1,1,,,,,,
P36507,sp|Q02750|MP2K1_HUMAN;sp|P36507|MP2K2_HUMAN,1,1,1,,,,,,
Q02878,sp|Q02878|RL6_HUMAN,9,12,11,0.91414,0.71432,0.98487,-0.19907318727524856,0.18681260149269205,0.2726580264248701
Q02880,sp|Q02880|TOP2B_HUMAN,32,28,35,1.0634,1.3064,1.4664,0.3547154363936381,0.07605780348489226,0.13836268907936566
Q02978,sp|Q02978|M2OM_HUMAN,7,6,5,0.65177,0.64892,0.85062,-0.47974707115395054,0.01329219067676872,0.04011824822442923
Q03112,sp|Q03112|MECOM_HUMAN,4,1,2,0.70289,,,,,
Q03164,sp|Q03164|KMT2A_HUMAN,1,1,1,,,,,,
Q03188,sp|Q03188|CENPC_HUMAN,6,4,6,1.1783,1.1279,1.4628,0.32921929428111335,0.06978520835349004,0.13042018301136446
Q03701,sp|Q03701|CEBPZ_HUMAN,44,41,44,1.2779,1.2658,1.4606,0.41658756343750863,0.006035546982620567,0.024550845736722077
Q04637,sp|Q04637|IF4G1_HUMAN,1,2,2,,0.9528,1.016,,,
Q04760,sp|Q04760|LGUL_HUMAN,1,0,1,,,,,,
Q05519,sp|Q05519|SRS11_HUMAN,3,3,2,1.4053,1.3965,1.1235,0.38784041875384906,0.028987665292660395,0.06978970260474386
Q05639,sp|Q05639|EF1A2_HUMAN,1,1,1,0.92804,0.92328,0.79136,-0.18296075995019478,0.05642811053550002,
Q06265,sp|Q06265|EXOS9_HUMAN,6,5,5,1.5161,1.3677,1.2921,0.47712466347795335,0.003984497575895815,0.018826468146677516
Q06830,sp|Q06830|PRDX1_HUMAN;sp|Q13162|PRDX4_HUMAN,1,1,2,,,1.1547,,,
Q13162,sp|Q06830|PRDX1_HUMAN;sp|Q13162|PRDX4_HUMAN,1,1,2,,,1.1547,,,
Q07020,sp|Q07020|RL18_HUMAN,2,2,1,1.05,0.82331,,,,
Q07666,sp|Q07666|KHDR1_HUMAN,1,1,2,,,1.1015,,,
Q07864,sp|Q07864|DPOE1_HUMAN,1,0,0,,,,,,
Q13243,sp|Q13243|SRSF5_HUMAN;sp|Q13247|SRSF6_HUMAN;sp|Q08170|SRSF4_HUMAN,1,0,0,,,,,,
Q13247,sp|Q13243|SRSF5_HUMAN;sp|Q13247|SRSF6_HUMAN;sp|Q08170|SRSF4_HUMAN,1,0,0,,,,,,
Q08170,sp|Q13243|SRSF5_HUMAN;sp|Q13247|SRSF6_HUMAN;sp|Q08170|SRSF4_HUMAN,1,0,0,,,,,,
Q08211,sp|Q08211|DHX9_HUMAN,49,52,47,0.97353,0.9053,0.69276,-0.22230185499051705,0.16647089883910154,0.2506500608371053
