Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
O76014,sp|O76014|KRT37_HUMAN;CON__O76014,0,0,1,,,,,,
P13645,CON__P13645;sp|P13645|K1C10_HUMAN,1,3,2,,0.88742,0.56462,,,
P35527,sp|P35527|K1C9_HUMAN;CON__P35527,2,2,1,,,,,,
O43929,sp|O43929|ORC4_HUMAN;CON__Q2YDI2,3,3,3,1.0947,1.0835,0.92832,0.05033684176313604,0.544558547539379,0.6277549923023397
O15197,REV__REV_sp|O43866|CD5L_HUMAN;sp|O15197|EPHB6_HUMAN,1,1,1,,,,,,
Q8TC92,sp|Q8TC92|ENOX1_HUMAN;REV__sp|Q7L590|MCM10_HUMAN;sp|Q96M83|CCDC7_HUMAN;REV__REV_sp|Q9P2E9|RRBP1_HUMAN,0,1,0,,,,,,
Q96M83,sp|Q8TC92|ENOX1_HUMAN;REV__sp|Q7L590|MCM10_HUMAN;sp|Q96M83|CCDC7_HUMAN;REV__REV_sp|Q9P2E9|RRBP1_HUMAN,0,1,0,,,,,,
P48995,sp|P48995|TRPC1_HUMAN;REV__sp|O15399|NMDE4_HUMAN;REV__sp|Q86X10|RLGPB_HUMAN,1,1,1,,,,,,
Q9Y536,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
P0DN26,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
F5H284,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
A0A0B4J2A2,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
A0A075B767,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
A0A075B759,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
P62937,sp|Q9Y536|PAL4A_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN;sp|P62937|PPIA_HUMAN,1,0,1,,,,,,
P08865,sp|P08865|RSSA_HUMAN;sp|A0A8I5KQE6|RPSA2_HUMAN,0,0,1,,,,,,
A0A8I5KQE6,sp|P08865|RSSA_HUMAN;sp|A0A8I5KQE6|RPSA2_HUMAN,0,0,1,,,,,,
A0JLT2,sp|A0JLT2|MED19_HUMAN,0,2,2,,1.2023,0.97468,,,
A1L0T0,sp|A1L0T0|HACL2_HUMAN,3,3,6,0.92234,0.98514,0.62961,-0.24178780266315344,0.2317675894325597,0.32535661603217686
Q9Y2G9,sp|Q9Y2G9|SBNO2_HUMAN;sp|A3KN83|SBNO1_HUMAN,1,0,1,,,,,,
A3KN83,sp|Q9Y2G9|SBNO2_HUMAN;sp|A3KN83|SBNO1_HUMAN,1,0,1,,,,,,
A5YKK6,sp|A5YKK6|CNOT1_HUMAN,1,1,7,,,0.74275,,,
P30046,sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN,0,0,1,,,,,,
A6NHG4,sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN,0,0,1,,,,,,
A6NHQ2,sp|A6NHQ2|FBLL1_HUMAN,0,1,1,,,,,,
Q7Z3J3,sp|Q7Z3J3|RGPD4_HUMAN;sp|A6NKT7|RGPD3_HUMAN,1,1,1,,,,,,
A6NKT7,sp|Q7Z3J3|RGPD4_HUMAN;sp|A6NKT7|RGPD3_HUMAN,1,1,1,,,,,,
P0DMR1,sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P07910|HNRPC_HUMAN,1,2,2,,1.1804,1.1641,,,
O60812,sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P07910|HNRPC_HUMAN,1,2,2,,1.1804,1.1641,,,
B7ZW38,sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P07910|HNRPC_HUMAN,1,2,2,,1.1804,1.1641,,,
B2RXH8,sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P07910|HNRPC_HUMAN,1,2,2,,1.1804,1.1641,,,
P07910,sp|P0DMR1|HNRC4_HUMAN;sp|O60812|HNRC1_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|B2RXH8|HNRC2_HUMAN;sp|P07910|HNRPC_HUMAN,1,2,2,,1.1804,1.1641,,,
Q99613,sp|Q99613|EIF3C_HUMAN;sp|B5ME19|EIFCL_HUMAN,9,6,10,1.0236,1.0489,0.85469,-0.035446108523706284,0.7108653715342771,0.7801894325599339
B5ME19,sp|Q99613|EIF3C_HUMAN;sp|B5ME19|EIFCL_HUMAN,9,6,10,1.0236,1.0489,0.85469,-0.035446108523706284,0.7108653715342771,0.7801894325599339
O00139,sp|O00139|KIF2A_HUMAN,0,1,0,,,,,,
O00148,sp|O00148|DX39A_HUMAN,2,1,2,0.71975,0.72326,0.90114,-0.3558976112800094,0.021762017584487887,
O00151,sp|O00151|PDLI1_HUMAN,1,0,0,,,,,,
O00159,sp|O00159|MYO1C_HUMAN,3,1,2,0.35431,0.76291,1.1056,-0.43257137449817606,0.2988076914670792,
O00170,sp|O00170|AIP_HUMAN,4,5,2,2.1946,1.7989,0.60325,0.6156517047922966,0.32819553749781355,0.4315283898981152
O00178,sp|O00178|GTPB1_HUMAN,1,2,3,,0.88432,0.90098,,,
O00186,sp|O00186|STXB3_HUMAN,3,2,2,0.63457,,0.99404,,,
O00193,sp|O00193|SMAP_HUMAN,6,5,4,2.1126,1.9053,1.5142,0.8828647346176034,0.008579078014823547,0.028625667345943896
O00203,sp|O00203|AP3B1_HUMAN,6,6,6,0.87699,0.90489,0.90859,-0.15710428056386283,0.0004928595469827032,0.005741381389412542
O00231,sp|O00231|PSD11_HUMAN,0,0,1,,,,,,
O00232,sp|O00232|PSD12_HUMAN,2,1,0,0.94971,,,,,
O00257,sp|O00257|CBX4_HUMAN,1,1,1,,,,,,
O00303,sp|O00303|EIF3F_HUMAN,1,1,2,0.8311,0.74285,0.98059,-0.23189897451581043,0.09908148375621484,
O00339,sp|O00339|MATN2_HUMAN,1,1,0,,,,,,
O00400,sp|O00400|ACATN_HUMAN,1,1,1,,,,,,
O00410,sp|O00410|IPO5_HUMAN,4,3,6,1.0636,1.1377,0.73978,-0.028616473370183526,0.8800820127892888,0.9173853320126966
O00411,sp|O00411|RPOM_HUMAN,4,4,3,0.70191,0.85524,1.0146,-0.22221209572645273,0.18895837579796954,0.2745478370456275
O00425,sp|O00425|IF2B3_HUMAN,1,1,1,,,,,,
O00429,sp|O00429|DNM1L_HUMAN,2,1,4,1.3672,,0.91338,,,
O00483,sp|O00483|NDUA4_HUMAN,0,0,1,,,,,,
O00487,sp|O00487|PSDE_HUMAN,1,1,3,,,1.0087,,,
O00505,sp|O00505|IMA4_HUMAN,4,4,3,1.4952,1.2222,1.0341,0.32250505751888286,0.13461533414121687,0.21332835768441052
O00541,sp|O00541|PESC_HUMAN,10,14,11,0.69069,0.59567,0.76731,-0.5467581241343535,0.003143322281024063,0.016968829224390063
O00566,sp|O00566|MPP10_HUMAN,13,17,19,1.6424,1.6052,1.5131,0.6662112182489406,0.0001072262601448177,0.0025427941691485343
O00567,sp|O00567|NOP56_HUMAN,39,40,38,0.82241,0.99984,1.1199,-0.028091699152357177,0.8343408394431867,0.8807668003025055
O00571,sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,19,16,18,0.85767,0.87746,0.87803,-0.19916703923212106,4.2796775311891065e-05,0.0014956346740576667
O15523,sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,19,16,18,0.85767,0.87746,0.87803,-0.19916703923212106,4.2796775311891065e-05,0.0014956346740576667
O00629,sp|O00629|IMA3_HUMAN,1,1,1,0.76239,,,,,
O00743,sp|O00743|PPP6_HUMAN,1,1,1,,,,,,
O14519,sp|O14519|CDKA1_HUMAN,1,0,0,,,,,,
O14530,sp|O14530|TXND9_HUMAN,0,0,1,,,,,,
O14617,sp|O14617|AP3D1_HUMAN,30,31,25,1.2193,1.3669,1.0446,0.2753249617895848,0.08693959317352898,0.1556007813132702
O14646,sp|O14646|CHD1_HUMAN,6,14,6,0.95386,1.0937,0.89694,-0.02693982719591608,0.7674710950433168,0.8206132159561391
O14647,sp|O14647|CHD2_HUMAN,2,1,2,0.88115,,1.1499,,,
O14654,sp|O14654|IRS4_HUMAN,4,4,1,0.86766,0.74225,,,,
O14735,sp|O14735|CDIPT_HUMAN,2,2,1,0.75828,1.031,,,,
O14776,sp|O14776|TCRG1_HUMAN,1,3,1,,0.72368,,,,
O14787,sp|O14787|TNPO2_HUMAN,1,1,0,,,,,,
O14929,sp|O14929|HAT1_HUMAN,1,1,2,,,,,,
O14976,sp|O14976|GAK_HUMAN,0,1,1,,,,,,
O14979,sp|O14979|HNRDL_HUMAN,1,2,1,,1.2513,,,,
O14980,sp|O14980|XPO1_HUMAN,27,21,22,0.886,0.99876,0.86554,-0.12537350575431466,0.11486451802746196,0.18785724130599687
O15042,sp|O15042|SR140_HUMAN,12,17,15,1.4995,1.3207,1.1044,0.387583119544611,0.05419843267724389,0.10971877834661568
O15213,sp|O15213|WDR46_HUMAN,9,11,14,1.2859,1.376,1.6945,0.5381739261349034,0.021811687956718794,0.05866819101192574
O15226,sp|O15226|NKRF_HUMAN,27,23,22,0.57187,0.52687,0.70361,-0.7350833040905488,0.0016670087238612554,0.010643209544652631
O15260,sp|O15260|SURF4_HUMAN,5,4,2,0.74079,0.89635,0.9479,-0.2147758962524516,0.09040976875277558,0.16094393150628147
O15269,sp|O15269|SPTC1_HUMAN,3,2,2,0.6916,0.70638,,,,
O15347,sp|O15347|HMGB3_HUMAN,1,1,1,,,,,,
O15355,sp|O15355|PPM1G_HUMAN,3,3,2,1.2719,1.3234,0.8519,0.2004625028397771,0.3746450389832992,0.479314654884221
O15371,sp|O15371|EIF3D_HUMAN,6,7,9,1.1736,1.4185,1.141,0.31541165446999286,0.04929146870657893,0.10246269044385807
O15372,sp|O15372|EIF3H_HUMAN,2,2,2,0.48854,0.99706,,,,
O15381,sp|O15381|NVL_HUMAN,31,31,29,0.9555,0.8126,0.77659,-0.23747258615032177,0.04992116844080539,0.10274310127340072
O15397,sp|O15397|IPO8_HUMAN,5,4,2,0.79268,0.76445,0.72428,-0.39503675910710345,0.00027023025843352056,0.004172857944182736
O15446,sp|O15446|RPA34_HUMAN,1,1,1,,,,,,
O15541,sp|O15541|R113A_HUMAN,3,2,1,,1.4691,,,,
O43143,sp|O43143|DHX15_HUMAN,27,27,29,1.6634,1.4647,1.3944,0.5921580021253602,0.003243434989451454,0.017086507530413728
O43148,sp|O43148|MCES_HUMAN,4,2,3,2.1852,1.8644,1.7301,0.9460321096960246,0.002360070948836256,0.013991849196672089
O43156,sp|O43156|TTI1_HUMAN,2,1,0,0.99206,0.74659,,,,
O43159,sp|O43159|RRP8_HUMAN,6,7,6,1.0538,1.1181,1.2567,0.19265710035097672,0.0754619969433187,0.13765595046803192
O43172,sp|O43172|PRP4_HUMAN,10,8,8,1.1439,1.1338,1.1578,0.19555758231806175,3.117263415047976e-05,0.0013284663937959593
O43175,sp|O43175|SERA_HUMAN,2,4,1,0.67536,1.1382,,,,
O43242,sp|O43242|PSMD3_HUMAN,8,5,11,0.64948,0.96464,0.98025,-0.20957825432384344,0.2778464028909526,0.3749796982105539
O43264,sp|O43264|ZW10_HUMAN,1,1,0,,,,,,
O43290,sp|O43290|SNUT1_HUMAN,22,23,24,1.7583,1.4053,1.3753,0.5973802027797362,0.014015200384013023,0.041731358990962544
O43390,sp|O43390|HNRPR_HUMAN,5,5,5,1.4555,1.34,1.409,0.486971744370407,0.00027947280552822817,0.004217498701607807
O43395,sp|O43395|PRPF3_HUMAN,29,29,30,0.86272,0.73127,0.46935,-0.539980930636988,0.0540712242799724,0.10971877834661568
O43435,sp|O43435|TBX1_HUMAN,1,0,0,1.4918,,,,,
O43482,sp|O43482|MS18B_HUMAN,1,1,1,,,,,,
O43491,sp|O43491|E41L2_HUMAN;sp|Q9Y2J2|E41L3_HUMAN,0,0,1,,,,,,
Q9Y2J2,sp|O43491|E41L2_HUMAN;sp|Q9Y2J2|E41L3_HUMAN,0,0,1,,,,,,
O43502,sp|O43502|RA51C_HUMAN,2,2,2,,0.74474,0.27913,,,
O43592,sp|O43592|XPOT_HUMAN,6,10,6,0.92636,0.92259,0.95727,-0.09633438397029323,0.004181035316589925,0.019015119522025413
O43670,sp|O43670|ZN207_HUMAN,2,0,1,1.4281,,,,,
O43747,sp|O43747|AP1G1_HUMAN,3,2,4,0.79213,0.7542,0.99313,-0.24044075102559936,0.1071409648285903,0.17853360971932422
O43768,sp|O43768|ENSA_HUMAN;sp|P56211|ARP19_HUMAN,1,2,1,,1.5527,,,,
P56211,sp|O43768|ENSA_HUMAN;sp|P56211|ARP19_HUMAN,1,2,1,,1.5527,,,,
O43776,sp|O43776|SYNC_HUMAN,0,0,1,,,,,,
O43795,sp|O43795|MYO1B_HUMAN,4,4,2,0.65046,0.84909,0.92915,-0.30477820557736646,0.08305392044600862,0.14945204112777702
O43809,sp|O43809|CPSF5_HUMAN,4,5,3,1.3112,0.75251,0.71933,-0.10830085637541492,0.7255492393671328,0.7893326659665071
O43818,sp|O43818|U3IP2_HUMAN,0,1,1,,,,,,
O43823,sp|O43823|AKAP8_HUMAN,1,2,0,,,,,,
O43837,sp|O43837|IDH3B_HUMAN,1,0,1,,,,,,
O43865,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,4,3,1,1.2547,,,,,
Q96HN2,sp|O43865|SAHH2_HUMAN;sp|Q96HN2|SAHH3_HUMAN,4,3,1,1.2547,,,,,
O43869,sp|O43869|OR2T1_HUMAN,1,1,1,,,,,,
O43913,sp|O43913|ORC5_HUMAN,4,3,2,0.8194,0.85403,0.78017,-0.2900624290035861,0.0010334034938696286,0.008368047804017481
O60231,sp|O60231|DHX16_HUMAN,9,13,9,1.7372,1.4697,1.1998,0.5547361832224581,0.039065701397768056,0.0856093258353729
O60256,sp|O60256|KPRB_HUMAN,1,0,0,,,,,,
O60264,sp|O60264|SMCA5_HUMAN,16,17,18,0.71868,0.76257,0.96515,-0.2943021889098011,0.07189864833960331,0.13365914121397918
O60281,sp|O60281|ZN292_HUMAN,1,2,2,,0.80145,,,,
O60287,sp|O60287|NPA1P_HUMAN,14,14,9,0.86505,0.85581,1.0997,-0.08898087390716575,0.4952138691311415,0.5809576132563214
O60293,sp|O60293|ZC3H1_HUMAN,1,1,0,,,,,,
O60306,sp|O60306|AQR_HUMAN,0,1,1,,,,,,
O60315,sp|O60315|ZEB2_HUMAN,3,0,3,0.66658,,,,,
O60506,sp|O60506|HNRPQ_HUMAN,2,2,4,,4.0375,1.3612,,,
O60508,sp|O60508|PRP17_HUMAN,3,4,2,1.2457,1.033,1.3825,0.2873540850292068,0.09607387897170169,0.1661277490552342
O60518,sp|O60518|RNBP6_HUMAN,1,1,1,,,,,,
P30419,sp|P30419|NMT1_HUMAN;sp|O60551|NMT2_HUMAN,0,0,1,,,,,,
O60551,sp|P30419|NMT1_HUMAN;sp|O60551|NMT2_HUMAN,0,0,1,,,,,,
O60563,sp|O60563|CCNT1_HUMAN,3,2,1,1.0768,1.222,0.80883,0.05085224339084647,0.7816299394317303,
O60684,sp|O60684|IMA7_HUMAN,2,2,2,1.0279,1.0023,0.7096,-0.13089191758619775,0.443464852055798,0.5334432278352352
O60716,sp|O60716|CTND1_HUMAN,1,2,2,,0.9496,0.91258,,,
O60725,sp|O60725|ICMT_HUMAN,2,0,0,0.77375,,,,,
O60762,sp|O60762|DPM1_HUMAN,1,0,1,,,,,,
Q99880,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q99879,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q99877,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q93079,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q5QNW6,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P62807,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P58876,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P57053,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
O60814,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q16778,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P33778,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P23527,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
P06899,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
Q8N257,sp|Q99880|H2B1L_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P57053|H2BFS_HUMAN;sp|O60814|H2B1K_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q96A08|H2B1A_HUMAN,5,7,7,1.0597,0.92895,1.5685,0.24575931137704354,0.3950004445603839,0.48750984235705375
